text,source
"в надзорном порядке   14-3.1. Надзорные жалоба, представление подаются непосредственно в Верховный Суд Российской Федерации (статья 391.2 ГПК РФ, статья 333 КАС РФ, статья 412.2 УПК РФ) в порядке и сроки, установленные процессуальным законодательством. Регистрация, учет и направление истребованных (часть 2 статьи 337 КАС РФ, часть 1 статьи 391.5 ГПК РФ, часть 1 статьи 412.5 УПК РФ) дел, судебные акты по которым вступили в законную силу, в Верховный Суд Российской Федерации в порядке надзорного обжалования осуществляется с учетом требований настоящей Инструкции с учетом особенностей, предусмотренных процессуальным законодательством.",Инструкция ОС: Статья 14-3. Делопроизводство по делам при обжаловании
"и личных документов осужденных (""Уголовно-процессуальный кодекс Российской Федерации"" от 18 декабря 2001 г. N 174-ФЗ (в ред. от 7 апреля 2010 г.))   Вещественные доказательства по уголовным делам, поступившие в суд из органов прокуратуры, предварительного расследования или приобщенные к делам по определению (постановлению) суда, принимаются, учитываются и хранятся с соблюдением правил, предусмотренных статьей 82 УПК РФ, Инструкцией о порядке изъятия, учета, хранения и передачи вещественных доказательств по уголовным делам, ценностей и иного имущества органами предварительного следствия, дознания и судами, утвержденной Генеральной прокуратурой СССР, МВД СССР, Минюстом СССР, Верховным Судом СССР, КГБ СССР 18 октября 1989 года N 34/15, Положением о реализации или уничтожении предметов, являющихся вещественными доказательствами, хранение которых до окончания уголовного дела или при уголовном деле затруднительно, утвержденным постановлением Правительства Российской Федерации от 23 августа 2012 года N 848, Правилами учета и хранения изъятых в ходе досудебного производства, но не признанных вещественными доказательствами по уголовным делам предметов и документов до признания их вещественными доказательствами по уголовным делам или до их возврата лицам, у которых они были изъяты, и арестованного имущества, учета, хранения и передачи вещественных доказательств по уголовным делам, а также возврата вещественных доказательств по уголовным делам в виде денег их законному владельцу, утвержденными постановлением Правительства Российской Федерации от 28 сентября 2023 г. N 1589, а также настоящей Инструкцией. (в ред. Приказов Судебного департамента при Верховном Суде РФ от 01.03.2016 N 39, от 06.12.2024 N 273)",Инструкция ОС: Статья 15. п. 15.1.
"При поступлении в суд уголовного дела от органов прокуратуры, предварительного расследования с вещественными доказательствами уполномоченным работником аппарата суда проверяется целостность упаковки и опись содержимого на упаковке с указанием номера дела, к которому они приобщены, наличие оттисков штампа и печати. (в ред. Приказа Судебного департамента при Верховном Суде РФ от 01.03.2016 N 39) При обнаружении нарушения упаковки или печати работник аппарата суда в присутствии председателя судебной коллегии (судьи) и лица, доставившего дело, вскрывает упаковку и сверяет наличие вещей, содержащихся в ней, со справкой к обвинительному заключению и с постановлением о приобщении к делу вещественных доказательств. При отсутствии расхождений вещественные доказательства вновь упаковываются и опечатываются. О вскрытии упаковки составляется акт, который подшивается в дело. При наличии расхождений между содержимым упаковки и справкой к обвинительному заключению, постановлению о приобщении к делу вещественных доказательств, а также если опись содержимого на упаковке не соответствует справке и постановлению, дело судом не принимается. Об установленных нарушениях составляется акт, который подписывается председателем судебной коллегии (судьей), работником аппарата суда, принимавшим вещественные доказательства, и лицом, доставившим дело. Копия акта вместе с делом и вещественными доказательствами высылается органу, направившему дело в суд.",Инструкция ОС: Статья 15. п. 15.2.
"Вещественные доказательства, приобщенные к делу судом, соответствующим образом упаковываются и опечатываются. Упаковка должна обеспечивать сохранность вещественных доказательств от повреждения и порчи. На упаковке указываются: наименование вложенного, его количество, номер дела, к которому вещественные доказательства приобщены, а после регистрации - номер по порядку записей в книге учета вещественных доказательств, принятых на хранение (форма N 46) (далее - журнал, форма N 46). (в ред. Приказа Судебного департамента при Верховном Суде РФ от 01.03.2016 N 39) Опечатывание вещественных доказательств производится в присутствии судьи, председательствующего по делу. Печать ставится таким образом, чтобы вещественные доказательства не могли быть заменены или изъяты без ее повреждения. (в ред. Приказа Судебного департамента при Верховном Суде РФ от 01.03.2016 N 39)",Инструкция ОС: Статья 15. п. 15.4.
"Предметы и вещи, поступившие в суд с делом, но не признанные в установленном порядке вещественными доказательствами, судом не принимаются. О возвращении вещей и предметов составляется акт, который подписывается председателем судебной коллегии, секретарем и лицом, доставившим дело в суд. Копия акта вместе с вещами направляется органу, передавшему их в суд.",Инструкция ОС: Статья 15. п. 15.5.
"Для учета вещественных доказательств по уголовным делам, принимаемых на хранение в суд, председатель (исполняющий обязанности председателя) суда из числа работников аппарата суда назначает лицо, ответственное за хранение вещественных доказательств по уголовным делам в камере хранения вещественных доказательств (специальном хранилище), правильность ведения их учета, обоснованность их выдачи и передачи (далее - ответственный работник аппарата суда), а также определяет порядок его замещения на случай отсутствия. В день поступления уголовного дела в суд с вещественными доказательствами, подлежащими приему на хранение, уполномоченным работником аппарата суда после регистрации поступившего уголовного дела с учетом положений п. 6.1 настоящей Инструкции вещественные доказательства передаются ответственному работнику аппарата суда под подпись в соответствующем реестре. О вещественных доказательствах по уголовным делам также делаются соответствующие отметки в ПС ГАС ""Правосудие"" и учетно-статистических карточках. (в ред. Приказа Судебного департамента при Верховном Суде РФ от 06.12.2024 N 273) При приеме на хранение (или возврате) вещественных доказательств по уголовным делам в камеру хранения вещественных доказательств (специальное хранилище) суда ответственный работник аппарата суда оформляет и выдает лицу, представившему вещественные доказательства, квитанцию (расписку) по форме N 46.1. Прием на хранение большого количества вещественных доказательств по уголовным делам, их выдача и возврат производятся по акту приема-передачи (приложение N 46.2). Квитанция (расписка) и акт приема-передачи составляются в 2 экземплярах, один из которых приобщается к материалам уголовного дела, поступившего в суд, другой выдается лицу, представившему вещественные доказательства. Ответственный работник аппарата суда при приеме на хранение вещественных доказательств обязан проверить целостность упаковки (если она имеется), соответствие оттисков штампов и печатей описанию в сопроводительных документах (копиях постановления о признании предметов вещественными доказательствами и приобщении их к уголовному делу, заключениях эксперта или иных процессуальных документах, в которых отражены сведения об упаковке). Для учета вещественных доказательств по уголовным делам, переданных для хранения в камеру хранения (специальное хранилище) суда, ответственным работником аппарата суда ведется книга учета вещественных доказательств по уголовным делам, принятых на хранение (форма N 46). Книга учета вещественных доказательств, принятых на хранение (форма N 46) (далее - книга учета), ведется на бумажном носителе, прошивается, нумеруется и скрепляется оттиском гербовой печати суда. Количество листов в книге учета заверяется на последней странице подписью председателя суда или иного уполномоченного им лица. Каждый предмет (документ) в книге учета указывается отдельно в хронологическом порядке, присваивается отдельный порядковый номер. Наименование вещественных доказательств (с указанием идентифицирующих признаков) и их количество проставляются в соответствии с их описанием в сопроводительных документах (справке к обвинительному заключению, постановлении о признании предметов вещественными доказательствами или иных процессуальных документах). (в ред. Приказа Судебного департамента при Верховном Суде РФ от 06.12.2024 N 273) Вещественные доказательства, поступившие на хранение в суд, регистрируются ответственным работником аппарата суда в книге учета (форма N 46) в день их поступления. Регистрация вещественных доказательств, приобщенных к делу судом, производится в день вынесения соответствующего определения (постановления). После регистрации вещественного доказательства по уголовному делу, поступившего на хранение в суд, на его упаковке или бирке (при отсутствии упаковки) проставляется номер уголовного дела и порядковый номер вещественного доказательства, отраженный в книге учета (форма N 46). Ответственным работником аппарата суда также ведется соответствующий наряд по номенклатуре дел, в котором хранятся заверенные копии решений (приговоров, определений, постановлений) суда, выписок из них, а также иных документов, на основании которых производились прием, выдача, возврат и передача вещественных доказательств, принятых в суд на хранение. Требования к оборудованию камеры хранения вещественных доказательств установлены Правилами учета и хранения изъятых в ходе досудебного производства, но не признанных вещественными доказательствами по уголовным делам предметов и документов до признания их вещественными доказательствами по уголовным делам или до их возврата лицам, у которых они были изъяты, и арестованного имущества, учета, хранения и передачи вещественных доказательств по уголовным делам, а также возврата вещественных доказательств по уголовным делам в виде денег их законному владельцу, утвержденными постановлением Правительства Российской Федерации от 28 сентября 2023 г. N 1589. (в ред. Приказа Судебного департамента при Верховном Суде РФ от 06.12.2024 N 273) Порядок хранения ключей от камеры хранения вещественных доказательств (специального хранилища) и их дубликатов определяется председателем (исполняющим обязанности председателя) соответствующего суда. Доступ в камеру хранения вещественных доказательств (специальное хранилище) осуществляется только в присутствии ответственного работника аппарата суда или лица, его замещающего, назначаемого приказом (распоряжением) председателя (исполняющим обязанности председателя) суда. В случае если в отсутствие ответственного работника аппарата суда или лица, его замещающего, возникла необходимость поместить на хранение либо получить вещественные доказательства, доступ в камеру хранения вещественных доказательств (специальное хранилище) осуществляется только в присутствии комиссии, состоящей не менее чем из 3 человек, состав которой определяется председателем (исполняющим обязанности председателя) суда. Комиссией составляется акт приема-передачи, в котором перечисляются изъятые или помещенные на хранение предметы и указываются основания их изъятия или перемещения. Акт приема-передачи передается ответственному работнику аппарата суда для внесения соответствующих записей в книгу учета (форма N 46) и приобщения в соответствующий наряд по номенклатуре дел суда. Информация о вещественных доказательствах, находящихся на хранении в иных органах или на хранении у иных лиц, а также о находящихся (вшитых) в уголовном деле, в обязательном порядке вносится в ПС ""ГАС ""Правосудие"" и отражается в учетно-статистических карточках, в том числе и после вступления в законную силу судебного акта и обращения его к исполнению в части решения вопроса о вещественных доказательствах. (абзац введен Приказом Судебного департамента при Верховном Суде РФ от 06.12.2024 N 273) (п. 15.6 в ред. Приказа Судебного департамента при Верховном Суде РФ от 01.03.2016 N 39)",Инструкция ОС: Статья 15. п. 15.6.
"При передаче уголовного дела и вещественных доказательств из одного суда в другой или прокуратуру в отношении каждого передаваемого объекта вещественных доказательств в книге учета (форма N 46) производятся соответствующие отметки. Если при передаче уголовного дела имеются вещественные доказательства, которые не передавались вместе с уголовным делом, то в сопроводительном письме о передаче уголовного дела указывается место хранения вещественных доказательств. Кроме того, о передаче уголовного дела судом направляется соответствующее уведомление по месту хранения таких вещественных доказательств. (п. 15.7 в ред. Приказа Судебного департамента при Верховном Суде РФ от 01.03.2016 N 39) 8 - 15.9. Исключены. - Приказ Судебного департамента при Верховном Суде РФ от 01.03.2016 N 39.",Инструкция ОС: Статья 15. п. 15.7.
"Передача вещественных доказательств судье для осмотра и возвращение их на хранение отмечаются в книге учета. После осмотра вещественных доказательств, произведенного судом в соответствии с требованиями УПК РФ, они вновь упаковываются и опечатываются. Опечатывание вещественных доказательств производится в присутствии судьи, председательствующего по делу. Печать ставится таким образом, чтобы вещественные доказательства не могли быть заменены или изъяты без ее повреждения. (п. 15.10 в ред. Приказа Судебного департамента при Верховном Суде РФ от 06.12.2024 N 273)",Инструкция ОС: Статья 15. п. 15.10.
Исключен. - Приказ Судебного департамента при Верховном Суде РФ от 01.03.2016 N 39.,Инструкция ОС: Статья 15. п. 15.11.
"В соответствии со статьей 82 УПК РФ вещественные доказательства хранятся в суде до вступления в законную силу судебного постановления суда о прекращении дела. В тех случаях, когда спор о праве на вещь подлежит разрешению в порядке гражданского судопроизводства, вещественные доказательства хранятся до вступления в законную силу решения суда. До вступления судебного постановления в законную силу вещественные доказательства могут быть возвращены их владельцу только по письменному распоряжению судьи, председательствующего по делу. Секретарь оформляет передачу вещей по правилам, изложенным в пункте 15.17 настоящей Инструкции. (в ред. Приказа Судебного департамента при Верховном Суде РФ от 08.11.2005 N 140)",Инструкция ОС: Статья 15. п. 15.12.
"После вступления в законную силу приговора, иного судебного постановления в книге учета (форма N 46) делается отметка о состоявшемся решении суда в отношении вещественных доказательств с указанием содержания и даты решения. Копия вступившего в законную силу решения (определения, постановления, приговора) суда по вопросу о вещественных доказательствах, заверенная в соответствии с требованиями п. 16.5 настоящей Инструкции, направляется уполномоченным работником аппарата суда по поручению судьи в течение 3 рабочих дней в орган, осуществляющий хранение вещественных доказательств, копия сопроводительного письма подшивается в дело. Уполномоченным работником аппарата суда в ПС ГАС ""Правосудие"" и учетно-статистических карточках делаются соответствующие отметки об исполнении судебного решения (определения, постановления, приговора) в части, касающейся вещественных доказательств. При длительном отсутствии сведений (более трех месяцев) об исполнении судом направляются повторные запросы в уполномоченные органы, копии которых подшиваются в дело. Соответствующие отметки о направлении судебного решения для исполнения в части вещественных доказательств, находящихся на хранении в суде, делаются также в книге учета (форма N 46). (в ред. Приказа Судебного департамента при Верховном Суде РФ от 06.12.2024 N 273) (п. 15.13 в ред. Приказа Судебного департамента при Верховном Суде РФ от 01.03.2016 N 39)",Инструкция ОС: Статья 15. п. 15.13.
"Для обращения к исполнению приговора в части реализации конфискованных судом орудий преступления, которые находятся на хранении в организациях, ведомствах, выписывается исполнительный лист, который направляется для исполнения в подразделение службы судебных приставов по месту нахождения вещественных доказательств. Копия сопроводительного письма подшивается в дело, а в книге учета отмечается, кому и когда направлен исполнительный лист. (в ред. Приказов Судебного департамента при Верховном Суде РФ от 01.03.2016 N 39, от 06.12.2024 N 273)",Инструкция ОС: Статья 15. п. 15.14.
Исключен с 6 декабря 2024 года. - Приказ Судебного департамента при Верховном Суде РФ от 06.12.2024 N 273.,Инструкция ОС: Статья 15. п. 15.15.
"Вещественные доказательства, подлежащие по приговору (постановлению, определению) передаче в соответствующие учреждения, направляются в эти учреждения нарочным или по почте с сопроводительным письмом, а также копией приговора (определения, постановления). Копия сопроводительного письма и документ о приеме соответствующим учреждением вещественных доказательств подшиваются в дело, на них указываются порядковые номера листов дела, соответствующая отметка вносится в опись дела. В книге учета (форма N 46) делается отметка об исполнении и указывается номер листа дела, содержащего сведения, подтверждающие передачу вещественного доказательства. (п. 15.16 в ред. Приказа Судебного департамента при Верховном Суде РФ от 01.03.2016 N 39)",Инструкция ОС: Статья 15. п. 15.16.
"Вещественные доказательства, которые по приговору (решению, определению, постановлению) суда должны быть возвращены владельцу, выдаются ему под расписку. В расписке должны быть указаны номер паспорта или иного документа, удостоверяющего личность, и адрес владельца. Расписка подшивается в дело, и на ней указывается порядковый номер листа дела, а в журнале делается отметка об исполнении со ссылкой на этот лист дела. Если владельцем является юридическое лицо, вещественное доказательство передается его представителю в том же порядке при наличии доверенности. В случае отказа владельца от получения вещи или неявки его без уважительных причин по вызовам в суд в течение 6 месяцев вещи, годные к употреблению, по постановлению судьи передаются соответствующему органу для реализации, а не представляющие ценности - уничтожаются. (в ред. Приказа Судебного департамента при Верховном Суде РФ от 18.03.2013 N 60)",Инструкция ОС: Статья 15. п. 15.17.
"В случае несогласия владельца или в случае, если владелец не установлен или его местонахождение не удалось установить, предметы, являющиеся вещественными доказательствами, которые в силу громоздкости или иных причин не могут храниться до окончания уголовного дела или при уголовном деле, передаются по решению суда Федеральному агентству по управлению государственным имуществом (его территориальному органу) с целью реализации или уничтожения (постановление Правительства Российской Федерации от 23.08.2012 N 848 ""О порядке реализации или уничтожения предметов, являющихся вещественными доказательствами, хранение которых до окончания уголовного дела или при уголовном деле затруднено""). (п. 15.18 в ред. Приказа Судебного департамента при Верховном Суде РФ от 18.03.2013 N 60)",Инструкция ОС: Статья 15. п. 15.18.
"Уничтожение вещественных доказательств согласно приговору (определению, постановлению) суда производится комиссией, состав которой определяет председатель (исполняющий обязанности председателя) суда. Об уничтожении вещественных доказательств составляется акт, который приобщается к делу, в книге учета делается соответствующая отметка. В отдельных случаях, если это вызывается особыми свойствами вещественных доказательств, они передаются с сопроводительным письмом и заверенной в установленном порядке копией приговора (определения, постановления) для уничтожения специальным органом (органом внутренних дел, здравоохранения и т.п.). Копия сопроводительного письма и документ, подтверждающий получение специальным органом вещественного доказательства, подшиваются в дело. В книге учета (форма N 46) делается отметка об исполнении. (п. 15.19 в ред. Приказа Судебного департамента при Верховном Суде РФ от 01.03.2016 N 39)",Инструкция ОС: Статья 15. п. 15.19.
"Изъятые у осужденных паспорта и другие личные документы приобщаются к делу и хранятся в отдельном опечатанном пакете, подшитом к делу и пронумерованном порядковым номером листа дела. В таком же порядке хранятся названные документы, признанные вещественными доказательствами по делу.",Инструкция ОС: Статья 15. п. 15.21.
"Военные билеты военнообязанных и удостоверения призывников, осужденных к лишению свободы, после вступления приговора в законную силу направляются в районные (городские) военные комиссариаты по месту учета. (в ред. Приказа Судебного департамента при Верховном Суде РФ от 06.12.2024 N 273) Паспорта, трудовые книжки, профсоюзные билеты и другие личные документы лиц, осужденных к лишению свободы, направляются администрации места предварительного заключения, где содержится осужденный.",Инструкция ОС: Статья 15. п. 15.22.
"Работникам аппарата суда запрещается участие в реализации и приобретении вещественных доказательств, в частности, через торгующие организации, производящие их реализацию, как непосредственно, так и через третьих лиц с использованием своего служебного положения.",Инструкция ОС: Статья 15. п. 15.23.
"Использование вещественных доказательств для каких-либо служебных или иных целей запрещается. На документах, письмах и других бумагах, являющихся вещественными доказательствами, запрещается делать какие-либо отметки, надписи или новые складки (перегибы).",Инструкция ОС: Статья 15. п. 15.24.
"За сохранность вещественных доказательств, находящихся в деле, несет ответственность судья, под председательством которого оно рассматривается. За сохранность вещественных доказательств, которые хранятся в суде отдельно от дела, несет ответственность работник аппарата суда, на которого приказом председателя суда возложена обязанность по учету и хранению вещественных доказательств.",Инструкция ОС: Статья 15. п. 15.25.
"Председатель судебной коллегии не реже одного раза в квартал проверяет правильность ведения журнала, соответствие записей фактическому наличию вещей, своевременность и правильность исполнения решения суда в отношении вещественных доказательств. О результатах проверки составляется акт.",Инструкция ОС: Статья 15. п. 15.26.
"При смене ответственного работника аппарата суда прием и передача вещественных доказательств, находящихся на хранении, оформляются актом. При составлении акта проверяется в присутствии ответственного работника суда соответствие записей в книге учета (реестре) (форма N 46, 46.3) фактическому наличию вещественных доказательств. Акт подписывается председателем суда (его заместителем), ответственным работником аппарата суда, сдающим книгу учета и вещественные доказательства, и работником аппарата суда, назначенным приказом председателя (исполняющего обязанности председателя) суда, на которого возлагаются данные обязанности. (п. 15.27 в ред. Приказа Судебного департамента при Верховном Суде РФ от 01.03.2016 N 39)",Инструкция ОС: Статья 15. п. 15.27.
"Порядок хранения и уничтожения вещественных доказательств - наркотических средств, психотропных веществ регламентируется статьями 28, 29 Федерального закона от 8 января 1998 г. N 3-ФЗ ""О наркотических средствах и психотропных веществах"", Постановлением Правительства РФ от 18 июня 1999 г. N 647 ""О порядке дальнейшего использования или уничтожения наркотических средств, психотропных веществ и их прекурсоров, растений, содержащих наркотические средства или психотропные вещества либо их прекурсоры, или их частей, содержащих наркотические средства или психотропные вещества либо их прекурсоры, а также инструментов и оборудования, которые были конфискованы или изъяты из незаконного оборота либо дальнейшее использование которых признано нецелесообразным. (п. 15.28 введен Приказом Судебного департамента при Верховном Суде РФ от 28.07.2006 N 70, в ред. Приказа Судебного департамента при Верховном Суде РФ от 18.03.2013 N 60)",Инструкция ОС: Статья 15. п. 15.28.
"При поступлении вещественных доказательств по гражданским, административным делам, делам об административным правонарушениях их наличие сверяется по сопроводительному письму. О поступлении вещественных доказательствах делаются соответствующие отметки в ПС ГАС ""Правосудие"" и реестре (журнале) учета вещественных доказательств по гражданским, административным делам, делам об административным правонарушениях (форма N 46.3). Порядок учета, хранения и передачи вещественных доказательств по гражданским, административным делам, делам об административным правонарушениях определяются председателем соответствующего суда в целях обеспечения их сохранности в неизменном состоянии. (п. 15.29 введен Приказом Судебного департамента при Верховном Суде РФ от 01.03.2016 N 39)",Инструкция ОС: Статья 15. п. 15.29.
"Порядок и сроки выдачи судебных дел (иных материалов) для ознакомления устанавливается председателем суда. (в ред. Приказа Судебного департамента при Верховном Суде РФ от 18.03.2013 N 60) Судебные дела (иные материалы) выдаются для ознакомления в помещении суда на основании письменного заявления и при предъявлении следующих документов: (абзац введен Приказом Судебного департамента при Верховном Суде РФ от 18.03.2013 N 60) а) обвиняемыми, подсудимыми, осужденными, оправданными, лицами, в отношении которых ведется производство по делу об административном правонарушении, потерпевшими, сторонами по делу, третьими лицами, законными представителями по уголовным, гражданским, административным делам и делам об административных правонарушениях, заявителями и другими заинтересованными лицами по делам особого производства и административным делам, гражданскими истцами, ответчиками по уголовным делам - документа, удостоверяющего личность согласно приложению N 1, а их представителями, защитниками - также доверенности, оформленной в соответствии с требованиями законодательства; (пп. ""а"" в ред. Приказа Судебного департамента при Верховном Суде РФ от 01.03.2016 N 39) б) адвокатами, выступающими по уголовным, гражданским, административным делам и делам по административным правонарушениям, - ордера соответствующего адвокатского образования и удостоверения личности и (или) удостоверения адвоката; (в ред. Приказов Судебного департамента при Верховном Суде РФ от 18.03.2013 N 60, от 01.03.2016 N 39) в) другими заинтересованными лицами, выступающими по уголовным, гражданским, административным делам, делам об административных правонарушениях, - документов, удостоверяющих личность и полномочия; (в ред. Приказа Судебного департамента при Верховном Суде РФ от 01.03.2016 N 39) г) прокурорами - служебного удостоверения; д) иными должностными лицами при наличии законного основания - мотивированного письменного запроса; (в ред. Приказа Судебного департамента при Верховном Суде РФ от 24.04.2012 N 91) е) реабилитированным лицам, а с их согласия или в случае их смерти - наследникам, близким родственникам, родственникам, иждивенцам в соответствии со статьями 133, 134 УПК РФ, статьей 11 Закона Российской Федерации от 18.10.1991 N 1761-1 ""О реабилитации жертв политических репрессий"" - документа, удостоверяющего личность и (или) полномочия, а также подтверждающего соответствующее родство (факт нахождения на иждивении). (пп. ""е"" введен Приказом Судебного департамента при Верховном Суде РФ от 18.03.2013 N 60)",Инструкция ОС: Статья 16. п. 16.1.
